"idx","publication","doc_id","title","publication_date","priority_date","inventors","secondary_inventors","applicants","secondary_applicants","application_number","priority_numbers","also_published_as","classification","abstract","biblio_link","description_link","claims_link","mosaics_link","original_document_link","cited_documents_link","citing_documents_link","legal_status_link","inpadoc_family_link","description_length_exact","claims_length_exact","mosaic_pages","original_pages"
"1","WO2026078588 (A1)","WO2026078588A1","ULTRA-LIGHTWEIGHT AND RECYCLABLE DASHBOARD","2026-04-16","2024-10-09","THULIEZ JEAN-LUC [CH]; SAUGE GAËL [FR]; OBLIGER NICOLAS [FR]; CROZIER ETIENNE [CH]","(CROZIER, Etienne; OBLIGER, Nicolas; SAUGE, Gaël; THULIEZ, Jean-Luc)","SOFTCAR SA [CH]","(SOFTCAR SA)","Numéro de demande WO2025IB60178 20251008 Dossier global","Numéro(s) de priorité: WO2024IB59873 20241009 ;","Également publié en tant que: WO2026078588 (A1) WO2026078588 (A1) moins","Classification: - internationale B60K35/65; B60K37/00; B60K37/10; B60K37/20; B60R13/02; B60R7/06 - coopérative B60K2360/652 (EP); B60K2360/658 (EP); B60K35/652 (EP); B60K37/00 (EP); B60K37/10 (EP); B60K37/20 (EP); B60R13/0256 (EP); B60R2011/0005 (EP); B60R7/06 (EP)","The invention relates to a dashboard (01) comprising at least one main part (02, 03, 04) made of PPE, said dashboard (01) being recyclable, ultra-lightweight, acoustically and thermally insulating, easy to assemble and disassemble, designed to operate with thermal expansions, said dashboard including crash protection elements and integrating numerous features directly molded into the shape of the parts, in particular air circulation circuits.","https://worldwide.espacenet.com/publicationDetails/biblio?II=0&ND=3&adjacent=true&locale=fr_EP&FT=D&date=20260416&CC=WO&NR=2026078588A1&KC=A1","https://worldwide.espacenet.com/publicationDetails/description?CC=WO&NR=2026078588A1&KC=A1&FT=D&ND=3&date=20260416&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/claims?CC=WO&NR=2026078588A1&KC=A1&FT=D&ND=3&date=20260416&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/mosaics?CC=WO&NR=2026078588A1&KC=A1&FT=D&ND=3&date=20260416&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=WO&NR=2026078588A1&KC=A1&FT=D&ND=3&date=20260416&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/citedDocuments?CC=WO&NR=2026078588A1&KC=A1&FT=D&ND=3&date=20260416&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/citingDocuments?CC=WO&NR=2026078588A1&KC=A1&FT=D&ND=3&date=20260416&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/inpadoc?CC=WO&NR=2026078588A1&KC=A1&FT=D&ND=3&date=20260416&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/inpadocPatentFamily?CC=WO&NR=2026078588A1&KC=A1&FT=D&ND=3&date=20260416&DB=&locale=fr_EP","35394","5532","2","44"
"2","WO2026042020 (A1)","WO2026042020A1","SCREW WITH ORIENTABLE HEAD","2026-02-26","2024-08-20","HEISEL GUILLAUME [CH]; THULIEZ JEAN-LUC [CH]; QUERRY HECTOR [CH]; CHOLIER QUENTIN [CH]; OBLIGER NICOLAS [FR]; GUILBAUD TRISTAN [CH]; OLTRAMARE CÉDRIC [CH]; CROZIER ETIENNE [CH]; ZIMMERMANN ROBIN [FR]; JONQUET ROMAIN [CH]","(OLTRAMARE, Cédric; CHOLIER, Quentin; CROZIER, Etienne; HEISEL, Guillaume; OBLIGER, Nicolas; QUERRY, Hector; THULIEZ, Jean-Luc; ZIMMERMANN, Robin; JONQUET, Romain; GUILBAUD, Tristan)","OLTRAMARE CEDRIC [CH]","(OLTRAMARE, Cédric)","Numéro de demande WO2025IB58385 20250819 Dossier global","Numéro(s) de priorité: WO2024IB58091 20240820 ;","Également publié en tant que: WO2026042020 (A1) WO2026042020 (A1) moins","Classification: - internationale F16B35/06; F16B37/14 - coopérative F16B35/06 (EP); F16B37/14 (EP)","The invention relates to a screw (10) fitted with a cap (30) of which the screwing socket (31) can be oriented angularly, without affecting the tightening torque of the screw (10).","https://worldwide.espacenet.com/publicationDetails/biblio?II=1&ND=3&adjacent=true&locale=fr_EP&FT=D&date=20260226&CC=WO&NR=2026042020A1&KC=A1","https://worldwide.espacenet.com/publicationDetails/description?CC=WO&NR=2026042020A1&KC=A1&FT=D&ND=3&date=20260226&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/claims?CC=WO&NR=2026042020A1&KC=A1&FT=D&ND=3&date=20260226&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/mosaics?CC=WO&NR=2026042020A1&KC=A1&FT=D&ND=3&date=20260226&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=WO&NR=2026042020A1&KC=A1&FT=D&ND=3&date=20260226&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/citedDocuments?CC=WO&NR=2026042020A1&KC=A1&FT=D&ND=3&date=20260226&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/citingDocuments?CC=WO&NR=2026042020A1&KC=A1&FT=D&ND=3&date=20260226&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/inpadoc?CC=WO&NR=2026042020A1&KC=A1&FT=D&ND=3&date=20260226&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/inpadocPatentFamily?CC=WO&NR=2026042020A1&KC=A1&FT=D&ND=3&date=20260226&DB=&locale=fr_EP","35455","5414","5","60"
"3","EP4488027 (A1)","EP4488027A1","REINFORCED ROTOMOLDED BODY","2025-01-08","2023-07-07","HEISEL GUILLAUME [CH]; THULIEZ JEAN-LUC [CH]; PLUQUET PATRICK [FR]; LANDWERLIN STÉPHANE [CH]; CROZIER ETIENNE [CH]; VIGOUROUX PHILIPPE [FR]","(HEISEL, Guillaume; LANDWERLIN, Stéphane; VIGOUROUX, Philippe; PLUQUET, Patrick; CROZIER, Etienne; THULIEZ, Jean-Luc)","SOFTCAR SA [CH]","(Softcar SA)","Numéro de demande EP20230184269 20230707 Dossier global","Numéro(s) de priorité: EP20230184269 20230707 ;","Également publié en tant que: EP4488027 (A1) CN121464026 (A) EP4739481 (A1) WO2025012732 (A1) EP4488027 (A1) CN121464026 (A) EP4739481 (A1) WO2025012732 (A1) moins","Classification: - internationale B29C41/04; B29C44/06; B60R13/02 - coopérative B29C35/045 (EP); B29C41/06 (EP); B29C41/22 (EP); B29C44/06 (EP); B29C44/34 (EP); B29C44/3415 (EP); B29K2105/04 (EP); B29L2031/30 (EP)","L'invention concerne un procédé de fabrication de pièces, par exemple d'une carrosserie (01) de véhicule, ledit procédé comprenant le rotomoulage d'une couche extérieure compacte (11, 21), le rotomoulage d'une couche intérieure compacte (12, 22) et le traitement de ladite couche intérieure pour augmenter les caractéristiques mécaniques de ladite pièce.","https://worldwide.espacenet.com/publicationDetails/biblio?II=2&ND=3&adjacent=true&locale=fr_EP&FT=D&date=20250108&CC=EP&NR=4488027A1&KC=A1","https://worldwide.espacenet.com/publicationDetails/description?CC=EP&NR=4488027A1&KC=A1&FT=D&ND=3&date=20250108&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/claims?CC=EP&NR=4488027A1&KC=A1&FT=D&ND=3&date=20250108&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/mosaics?CC=EP&NR=4488027A1&KC=A1&FT=D&ND=3&date=20250108&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=EP&NR=4488027A1&KC=A1&FT=D&ND=3&date=20250108&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/citedDocuments?CC=EP&NR=4488027A1&KC=A1&FT=D&ND=3&date=20250108&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/citingDocuments?CC=EP&NR=4488027A1&KC=A1&FT=D&ND=3&date=20250108&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/inpadoc?CC=EP&NR=4488027A1&KC=A1&FT=D&ND=3&date=20250108&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/inpadocPatentFamily?CC=EP&NR=4488027A1&KC=A1&FT=D&ND=3&date=20250108&DB=&locale=fr_EP","38771","4346","3","26"
"4","EP4705115 (A1)","EP4705115A1","DEFLECTOR FOR RIMS, E.G. CAR RIMS","2026-03-11","2023-05-04","HEISEL GUILLAUME [CH]; THULIEZ JEAN-LUC [CH]; ALEXANDRE QUENTIN [CH]; OBLIGER NICOLAS [FR]; CROZIER ETIENNE [CH]","(CROZIER, Etienne; HEISEL, Guillaume; THULIEZ, Jean-Luc; ALEXANDRE, Quentin; OBLIGER, Nicolas)","SOFTCAR SA [CH]","(Softcar SA)","Numéro de demande EP20240730764 20240503 Dossier global","Numéro(s) de priorité: WO2023IB54660 20230504 ; WO2024IB54339 20240503 ;","Également publié en tant que: EP4705115 (A1) CN121079210 (A) JP2026515139 (A) KR20260003772 (A) WO2024228172 (A1) EP4705115 (A1) CN121079210 (A) JP2026515139 (A) KR20260003772 (A) WO2024228172 (A1) moins","Classification: - internationale B60B5/02; B60B7/00; B60B7/06; B60B7/08 - coopérative B60B2310/614 (EP); B60B2310/656 (EP, KR); B60B2900/571 (EP, KR); B60B2900/572 (EP, KR); B60B5/02 (EP); B60B7/0013 (EP, KR); B60B7/0033 (EP, KR); B60B7/004 (EP); B60B7/0046 (EP); B60B7/0053 (EP); B60B7/006 (EP); B60B7/065 (EP, KR); B60B7/068 (EP, KR); B60B7/08 (EP, KR); Y02T10/88 (EP)","","https://worldwide.espacenet.com/publicationDetails/biblio?II=3&ND=3&adjacent=true&locale=fr_EP&FT=D&date=20260311&CC=EP&NR=4705115A1&KC=A1","https://worldwide.espacenet.com/publicationDetails/description?CC=EP&NR=4705115A1&KC=A1&FT=D&ND=3&date=20260311&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/claims?CC=EP&NR=4705115A1&KC=A1&FT=D&ND=3&date=20260311&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/mosaics?CC=EP&NR=4705115A1&KC=A1&FT=D&ND=3&date=20260311&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=EP&NR=4705115A1&KC=A1&FT=D&ND=3&date=20260311&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/citedDocuments?CC=EP&NR=4705115A1&KC=A1&FT=D&ND=3&date=20260311&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/citingDocuments?CC=EP&NR=4705115A1&KC=A1&FT=D&ND=3&date=20260311&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/inpadoc?CC=EP&NR=4705115A1&KC=A1&FT=D&ND=3&date=20260311&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/inpadocPatentFamily?CC=EP&NR=4705115A1&KC=A1&FT=D&ND=3&date=20260311&DB=&locale=fr_EP","0","0","2","34"
"5","EP4680511 (A1)","EP4680511A1","RECYCLABLE STEERING WHEEL","2026-01-21","2023-03-13","HEISEL GUILLAUME [CH]; THULIEZ JEAN-LUC [CH]; QUERRY HECTOR [CH]; JACOT MAURICE [CH]; CROZIER ETIENNE [CH]","(CROZIER, Etienne; HEISEL, Guillaume; JACOT, Maurice; QUERRY, Hector; THULIEZ, Jean-Luc)","SOFTCAR SA [CH]","(Softcar SA)","Numéro de demande EP20240715870 20240304 Dossier global","Numéro(s) de priorité: WO2023IB52419 20230313 ; WO2024IB52084 20240304 ;","Également publié en tant que: EP4680511 (A1) CN120882620 (A) JP2026510043 (A) KR20250162592 (A) WO2024189459 (A1) EP4680511 (A1) CN120882620 (A) JP2026510043 (A) KR20250162592 (A) WO2024189459 (A1) moins","Classification: - internationale B62D1/04; B62D1/06 - coopérative B60Q3/283 (KR); B62D1/04 (EP); B62D1/06 (EP, KR)","","https://worldwide.espacenet.com/publicationDetails/biblio?II=4&ND=3&adjacent=true&locale=fr_EP&FT=D&date=20260121&CC=EP&NR=4680511A1&KC=A1","https://worldwide.espacenet.com/publicationDetails/description?CC=EP&NR=4680511A1&KC=A1&FT=D&ND=3&date=20260121&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/claims?CC=EP&NR=4680511A1&KC=A1&FT=D&ND=3&date=20260121&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/mosaics?CC=EP&NR=4680511A1&KC=A1&FT=D&ND=3&date=20260121&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=EP&NR=4680511A1&KC=A1&FT=D&ND=3&date=20260121&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/citedDocuments?CC=EP&NR=4680511A1&KC=A1&FT=D&ND=3&date=20260121&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/citingDocuments?CC=EP&NR=4680511A1&KC=A1&FT=D&ND=3&date=20260121&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/inpadoc?CC=EP&NR=4680511A1&KC=A1&FT=D&ND=3&date=20260121&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/inpadocPatentFamily?CC=EP&NR=4680511A1&KC=A1&FT=D&ND=3&date=20260121&DB=&locale=fr_EP","0","0","3","60"
"7","MA68857 (A1)","MA68857A1","ALL-TERRAIN SOLAR TRACTOR VEHICLE WITH INTERCHANGEABLE MODULES","2025-06-30","2022-05-25","THULIEZ JEAN-LUC [CH]; CHOMAT TIMOTHÉE [FR]; HEISEL GUILLAUME [FR]; CROZIER ETIENNE [FR]","(THULIEZ, Jean-Luc; CHOMAT, Timothée; CROZIER, Etienne; HEISEL, Guillaume)","SOFTCAR SA [CH]","(SOFTCAR SA)","Numéro de demande MA20230068857 20230525","Numéro(s) de priorité: WO2022IB54919 20220525 ; WO2023IB55381 20230525 ;","Également publié en tant que: MA68857 (A1) CR20240541 (A) WO2023228125 (A1) ZA202408899 (B) MA68857 (A1) CR20240541 (A) WO2023228125 (A1) ZA202408899 (B) moins","Classification: - internationale B60G3/00; B60P1/64 - coopérative B60G2300/38 (EP); B60G2500/30 (EP); B60G2800/203 (EP); B60G3/00 (MA); B60K1/04 (EP); B60K16/00 (EP); B60K2001/0438 (EP); B60K2016/003 (EP); B60P1/08 (EP); B60P1/6427 (EP, MA); B60Y2200/16 (EP); B62D21/04 (EP)","All-terrain electric vehicle of simple architecture on which several modules can be mounted according to the desired use, the vehicle being provided with adjustable suspensions allowing to change the modules and to adjust the ground clearance, furthermore having a structure supporting solar panels in order to recharge the batteries powering the electric motorization, said vehicle being particularly adapted to be used in sunny countries with rough roads.","https://worldwide.espacenet.com/publicationDetails/biblio?II=6&ND=3&adjacent=true&locale=fr_EP&FT=D&date=20250630&CC=MA&NR=68857A1&KC=A1","https://worldwide.espacenet.com/publicationDetails/description?CC=MA&NR=68857A1&KC=A1&FT=D&ND=3&date=20250630&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/claims?CC=MA&NR=68857A1&KC=A1&FT=D&ND=3&date=20250630&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/mosaics?CC=MA&NR=68857A1&KC=A1&FT=D&ND=3&date=20250630&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=MA&NR=68857A1&KC=A1&FT=D&ND=3&date=20250630&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/citedDocuments?CC=MA&NR=68857A1&KC=A1&FT=D&ND=3&date=20250630&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/citingDocuments?CC=MA&NR=68857A1&KC=A1&FT=D&ND=3&date=20250630&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/inpadoc?CC=MA&NR=68857A1&KC=A1&FT=D&ND=3&date=20250630&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/inpadocPatentFamily?CC=MA&NR=68857A1&KC=A1&FT=D&ND=3&date=20250630&DB=&locale=fr_EP","0","0","2","47"
"8","US2025129628 (A1)","US2025129628A1","AUTOMOBILE PLANT WITH SMALL CARBON FOOTPRINT","2025-04-24","2021-12-24","HEISEL GUILLAUME [CH]; THULIEZ JEAN-LUC [CH]; QUERRY HECTOR [CH]; TOURAT YANNICK [FR]; CROZIER ETIENNE [CH]; LANDWERLIN STÉPHANE [CH]","(CROZIER, Etienne; HEISEL, Guillaume; LANDWERLIN, Stéphane; QUERRY, Hector; THULIEZ, Jean-Luc; TOURAT, Yannick)","SOFTCAR SA [CH]","(SOFTCAR SA)","Numéro de demande US202218723252 20221223 Dossier global","Numéro(s) de priorité: WO2021IB62291 20211224 ; WO2022IB62737 20221223 ;","Également publié en tant que: US2025129628 (A1) CN118524963 (A) EP4452730 (A1) JP2025500155 (A) WO2023119246 (A1) US2025129628 (A1) CN118524963 (A) EP4452730 (A1) JP2025500155 (A) WO2023119246 (A1) moins","Classification: - internationale B60S5/00; B62D29/04; B62D65/02; E04H5/02 - coopérative B60S5/00 (US); B62D29/04 (US); B62D63/025 (EP); B62D65/02 (US); B62D65/022 (EP); E04H5/02 (EP, US)","A plant (01) for manufacturing electric or hybrid vehicles, the plant (01) comprising, on one site, at least one assembly space (10) for the vehicles, in which no operation of transforming steel is carried out, thereby largely eliminating toxic emissions, the production of chemical waste, noise pollution, vibrations, dust and water consumption, with the result that the plant can be installed in the vicinity of or in residential areas.","https://worldwide.espacenet.com/publicationDetails/biblio?II=7&ND=3&adjacent=true&locale=fr_EP&FT=D&date=20250424&CC=US&NR=2025129628A1&KC=A1","https://worldwide.espacenet.com/publicationDetails/description?CC=US&NR=2025129628A1&KC=A1&FT=D&ND=3&date=20250424&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/claims?CC=US&NR=2025129628A1&KC=A1&FT=D&ND=3&date=20250424&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/mosaics?CC=US&NR=2025129628A1&KC=A1&FT=D&ND=3&date=20250424&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=US&NR=2025129628A1&KC=A1&FT=D&ND=3&date=20250424&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/citedDocuments?CC=US&NR=2025129628A1&KC=A1&FT=D&ND=3&date=20250424&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/citingDocuments?CC=US&NR=2025129628A1&KC=A1&FT=D&ND=3&date=20250424&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/inpadoc?CC=US&NR=2025129628A1&KC=A1&FT=D&ND=3&date=20250424&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/inpadocPatentFamily?CC=US&NR=2025129628A1&KC=A1&FT=D&ND=3&date=20250424&DB=&locale=fr_EP","35858","4678","1","10"
"9","US2024326565 (A1)","US2024326565A1","Vehicle door","2024-10-03","2021-07-05","HEISEL GUILLAUME [CH]; THULIEZ JEAN-LUC [CH]; GULLI CLARA [CH]; CROZIER ETIENNE [CH]; LANDWERLIN STÉPHANE [CH]","(CROZIER, Etienne; GULLI, Clara; HEISEL, Guillaume; LANDWERLIN, Stéphane; THULIEZ, Jean-Luc; Crozier, Etienne; Gulli, Clara; Heisel, Guillaume; Landwerlin, Stéphane; Thuliez, Jean-Luc)","SOFTCAR SA [CH]","(SOFTCAR SA; SOFTCAR SA)","Numéro de demande US202218576545 20220705 Dossier global","Numéro(s) de priorité: WO2021IB56012 20210705 ; WO2022IB56213 20220705 ;","Également publié en tant que: CN117642302 (A) EP4366966 (A2) US12496884 (B2) WO2023281396 (A2) WO2023281396 (A3) CN117642302 (A) EP4366966 (A2) US12496884 (B2) WO2023281396 (A2) WO2023281396 (A3) moins","Classification: - internationale B60J5/04; E05B81/06; E05B81/16; E05B83/36; E05B85/04; E05F15/611 - coopérative B60J1/16 (EP); B60J5/0473 (EP, US)","[0000] The invention relates to a sectional door of a vehicle opening as close as possible to the body of said vehicle, having cam strikers for closing, locking and opening same, having actuators for opening same and having a movable window capable of separating from said body and translating horizontally along said door. These elements are implemented on a door having surfaces with a complex geometry, thus providing a one-piece body having surfaces with a complex geometry, with a single large opening on the side for accessing the front seats and the rear seats, and a single large door for closing said opening.","https://worldwide.espacenet.com/publicationDetails/biblio?II=8&ND=3&adjacent=true&locale=fr_EP&FT=D&date=20241003&CC=US&NR=2024326565A1&KC=A1","https://worldwide.espacenet.com/publicationDetails/description?CC=US&NR=2024326565A1&KC=A1&FT=D&ND=3&date=20241003&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/claims?CC=US&NR=2024326565A1&KC=A1&FT=D&ND=3&date=20241003&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/mosaics?CC=US&NR=2024326565A1&KC=A1&FT=D&ND=3&date=20241003&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=US&NR=2024326565A1&KC=A1&FT=D&ND=3&date=20241003&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/citedDocuments?CC=US&NR=2024326565A1&KC=A1&FT=D&ND=3&date=20241003&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/citingDocuments?CC=US&NR=2024326565A1&KC=A1&FT=D&ND=3&date=20241003&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/inpadoc?CC=US&NR=2024326565A1&KC=A1&FT=D&ND=3&date=20241003&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/inpadocPatentFamily?CC=US&NR=2024326565A1&KC=A1&FT=D&ND=3&date=20241003&DB=&locale=fr_EP","53106","0","7","47"
"11","US2023164492 (A1)","US2023164492A1","Dual axial magnetic flux induction speaker","2023-05-25","2020-04-08","HEISEL GUILLAUME [CH]; THULIEZ JEAN-LUC [CH]; QUERRY HECTOR [CH]; ZIMMERMANN ROBIN [CH]; CROZIER ETIENNE [CH]; HOFFET ADRIEN [CH]","(QUERRY, Hector; HEISEL, Guillaume; HOFFET, Adrien; THULIEZ, Jean-Luc; CROZIER, Etienne; ZIMMERMANN, Robin; Querry, Hector; Heisel, Guillaume; Hoffet, Adrien; Thuliez, Jean-Luc; Crozier, Etienne; Zimmermann, Robin)","OLTRAMARE MICHEL [CH]","(OLTRAMARE Michel; Oltramare Michel)","Numéro de demande US202117918078 20210401 Dossier global","Numéro(s) de priorité: CH20200000425 20200408 ; WO2021IB52737 20210401 ;","Également publié en tant que: EP4133750 (A1) US12513469 (B2) WO2021205295 (A1) EP4133750 (A1) US12513469 (B2) WO2021205295 (A1) moins","Classification: - internationale H02K33/16; H04R9/02; H04R9/06 - coopérative H02K33/00 (EP); H02K33/16 (EP, US); H04R2209/043 (EP, US); H04R9/025 (EP, US); H04R9/06 (EP, US);","[0000] The present invention relates to the operating principle of a loudspeaker (20) with an induction motor (10). The motor (10) has two magnets (1aand 1b) positioned on either side of a central core (2). The magnets (1aand 1b) thus create two magnetic fields (9aand 9b) doubling the magnetic field detected in the movable armature (4). The magnetic field coupled to the electrical field generated by a fixed coil (5) creates a force in the armature (4), which is linked to diaphragm (7) producing the sound. Thus, by increasing the magnetic field, and therefore the force generated in the armature (4), the performances of the loudspeaker (20) are likewise enhanced.","https://worldwide.espacenet.com/publicationDetails/biblio?II=10&ND=3&adjacent=true&locale=fr_EP&FT=D&date=20230525&CC=US&NR=2023164492A1&KC=A1","https://worldwide.espacenet.com/publicationDetails/description?CC=US&NR=2023164492A1&KC=A1&FT=D&ND=3&date=20230525&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/claims?CC=US&NR=2023164492A1&KC=A1&FT=D&ND=3&date=20230525&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/mosaics?CC=US&NR=2023164492A1&KC=A1&FT=D&ND=3&date=20230525&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=US&NR=2023164492A1&KC=A1&FT=D&ND=3&date=20230525&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/citedDocuments?CC=US&NR=2023164492A1&KC=A1&FT=D&ND=3&date=20230525&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/citingDocuments?CC=US&NR=2023164492A1&KC=A1&FT=D&ND=3&date=20230525&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/inpadoc?CC=US&NR=2023164492A1&KC=A1&FT=D&ND=3&date=20230525&DB=&locale=fr_EP","https://worldwide.espacenet.com/publicationDetails/inpadocPatentFamily?CC=US&NR=2023164492A1&KC=A1&FT=D&ND=3&date=20230525&DB=&locale=fr_EP","13906","1252","2","15"
